Time,Source,Destination,Protocol,Length,SrcPort,DstPort,Flags,Seq,Ack,Win,Len,MSS,response_time,Flag_encode,SrcPort_encode,DstPort_encode,protocol_encoded,has_response_time,time_dif,anomaly_score,is_anomaly
3.4893782961509583e-06,192.168.1.102,192.168.1.100,TCP,0.0013755158184319133,0.006380500356403971,0.05353013786748727,"SYN, ACK",0.0,3.0881785279465765e-09,0.00030980427254514303,0.0,1.0,0.4342916834627224,1.0,0.00022040996253030638,0.0026449195503636764,0.0,1.0,8.937637974786262e-05,-0.43375476523221373,False
3.514056049913016e-06,192.168.1.100,192.168.1.102,TCP,-0.004126547455295733,0.05353013786748727,0.006380500356403971,ACK,3.0881785279465765e-09,3.0881785279465765e-09,0.00030980427254514303,0.0,0.0,0.43372820306100407,0.0,0.0026449195503636764,0.00022040996253030638,0.0,0.0,6.050093398316946e-05,-0.4260605225755747,False
3.731949398471185e-06,192.168.1.100,192.168.1.103,TCP,0.0013755158184319133,0.05346059562927033,0.006380500356403971,SYN,0.0,0.0,0.00030980427254514303,0.0,1.0,0.4344000450784375,0.6666666666666666,0.001763279700242451,0.00022040996253030638,0.0,1.0,0.0005341957466468407,-0.44656983973519704,False
3.7754158965748092e-06,192.168.1.103,192.168.1.100,TCP,0.0013755158184319133,0.006380500356403971,0.05346059562927033,"SYN, ACK",0.0,3.0881785279465765e-09,0.00030980427254514303,0.0,1.0,0.4344000450784375,1.0,0.00022040996253030638,0.001763279700242451,0.0,1.0,0.00010656414508398936,-0.44165793662360153,False
3.834586419799744e-06,192.168.1.100,192.168.1.106,TCP,-0.004126547455295733,0.0534432100697161,0.006380500356403971,"FIN, ACK",4.014632086330549e-08,5.5587213503038374e-08,0.00030144447471455726,0.0,0.0,0.43372820306100407,0.3333333333333333,0.0015428697377121447,0.00022040996253030638,0.0,0.0,0.00014506473943691635,-0.4334979844889662,False
3.867116186122455e-06,192.168.1.100,192.168.1.103,TCP,-0.004126547455295733,0.05346059562927033,0.006380500356403971,ACK,3.0881785279465765e-09,3.0881785279465765e-09,0.00030980427254514303,0.0,0.0,0.43372820306100407,0.0,0.001763279700242451,0.00022040996253030638,0.0,0.0,7.975123115963117e-05,-0.4403255654711137,False
3.87496819868311e-06,192.168.1.106,192.168.1.100,TCP,-0.004126547455295733,0.006380500356403971,0.0534432100697161,ACK,5.5587213503038374e-08,4.3234499391252074e-08,0.000303903238782377,0.0,0.0,0.43372820306100407,0.0,0.00022040996253030638,0.0015428697377121447,0.0,0.0,1.9250297176462902e-05,-0.4413276979065706,False
3.937503870148325e-06,192.168.1.106,192.168.1.100,TCP,-0.004126547455295733,0.006380500356403971,0.0534432100697161,"FIN, ACK",5.5587213503038374e-08,4.3234499391252074e-08,0.000303903238782377,0.0,0.0,0.4364589157770237,0.3333333333333333,0.00022040996253030638,0.0015428697377121447,0.0,1.0,0.00015331486679825623,-0.43147845873951274,False
4.114174152763056e-06,192.168.1.100,192.168.1.106,TCP,-0.004126547455295733,0.0534432100697161,0.006380500356403971,ACK,4.3234499391252074e-08,5.8675392030984955e-08,0.00030144447471455726,0.0,0.0,0.4364589157770237,0.0,0.0015428697377121447,0.00022040996253030638,0.0,1.0,0.0004331316864704117,-0.43361837187925595,False
4.275701268296525e-06,192.168.1.100,192.168.1.106,TCP,0.0013755158184319133,0.053547523427041506,0.006380500356403971,SYN,0.0,0.0,0.00030980427254514303,0.0,1.0,0.4342266664932934,0.6666666666666666,0.0028653295128939827,0.00022040996253030638,0.0,1.0,0.0003960061133443763,-0.4319011593278666,False
4.307950605599214e-06,192.168.1.106,192.168.1.100,TCP,0.0013755158184319133,0.006380500356403971,0.053547523427041506,"SYN, ACK",0.0,3.0881785279465765e-09,0.00030980427254514303,0.0,1.0,0.4342266664932934,1.0,0.00022040996253030638,0.0028653295128939827,0.0,1.0,7.906372054618657e-05,-0.418920824006683,False
4.334310933481412e-06,192.168.1.100,192.168.1.106,TCP,-0.004126547455295733,0.053547523427041506,0.006380500356403971,ACK,3.0881785279465765e-09,3.0881785279465765e-09,0.00030980427254514303,0.0,0.0,0.43372820306100407,0.0,0.0028653295128939827,0.00022040996253030638,0.0,0.0,6.46259976638382e-05,-0.447773076090189,False
4.597914212303393e-06,192.168.1.100,192.168.1.101,TCP,-0.004126547455295733,0.05347798118882457,0.006380500356403971,"FIN, ACK",4.014632086330549e-08,5.5587213503038374e-08,0.00030144447471455726,0.0,0.0,0.4344043795430661,0.3333333333333333,0.0019836896627727575,0.00022040996253030638,0.0,1.0,0.0006462599766383928,-0.4446441810247067,False
