Time,Source,Destination,Protocol,Length,Direction,TransID,UnitID,FuncCode,FuncDesc,response_time,direction_binary,protocol_encoded,has_response_time,time_dif,anomaly_score,is_anomaly
0.0028043495649634595,192.168.1.100,192.168.1.101,Modbus/TCP,0.2857142857142865,Query:,0.44973730297723297,0.0,0.5,Read Holding Registers,0.902873885323108,0.0,0.0,1.0,6.606163827308946,-0.42307633307443754,False
0.0028045859703788372,192.168.1.101,192.168.1.100,Modbus/TCP,1.0,Response:,0.44973730297723297,0.0,0.5,Read Holding Registers,0.902873885323108,0.0,0.0,1.0,0.0005588773658642698,-0.4301422013965533,False
0.0028055108399635533,192.168.1.100,192.168.1.104,Modbus/TCP,0.2857142857142865,Query:,0.45516637478108585,0.0,0.5,Read Holding Registers,0.9024410545543872,0.0,0.0,1.0,0.0021864502403564925,-0.4152129317232194,False
0.0028057691191896066,192.168.1.104,192.168.1.100,Modbus/TCP,1.0,Response:,0.45516637478108585,0.0,0.5,Read Holding Registers,0.9024410545543872,0.0,0.0,1.0,0.0006105884388625675,-0.42260027664058214,False
0.0028058336188877524,192.168.1.100,192.168.1.105,Modbus/TCP,0.2857142857142865,Query:,0.44658493870402804,0.0,0.5,Read Holding Registers,0.9028627870982674,0.0,0.0,1.0,0.00015248136909718215,-0.4209573316772407,False
0.0028060705851700703,192.168.1.105,192.168.1.100,Modbus/TCP,1.0,Response:,0.44658493870402804,0.0,0.5,Read Holding Registers,0.9028627870982674,0.0,0.0,1.0,0.0005602032908131252,-0.42843262288733647,False
0.0028061479848078452,192.168.1.100,192.168.1.103,Modbus/TCP,0.2857142857142865,Query:,0.4521891418563923,0.0,0.5,Read Holding Registers,0.9025797823648689,0.0,0.0,1.0,0.0001829776429161475,-0.4319890898939876,False
0.0028063992531971436,192.168.1.103,192.168.1.100,Modbus/TCP,1.0,Response:,0.4521891418563923,0.0,0.5,Read Holding Registers,0.9025797823648689,0.0,0.0,1.0,0.0005940143770048181,-0.418962813558142,False
0.002806477213701859,192.168.1.100,192.168.1.106,Modbus/TCP,0.2857142857142865,Query:,0.4546409807355517,0.0,0.5,Read Holding Registers,0.9029737693466527,0.0,0.0,1.0,0.000184303567865003,-0.4264943801886208,False
0.0028067085713147735,192.168.1.106,192.168.1.100,Modbus/TCP,1.0,Response:,0.4546409807355517,0.0,0.5,Read Holding Registers,0.9029737693466527,0.0,0.0,1.0,0.0005469440413269258,-0.4189220316570681,False
0.0028067999926260578,192.168.1.100,192.168.1.101,Modbus/TCP,0.2857142857142865,Query:,0.44991243432574435,0.0,0.25,Read Discrete Inputs,0.9029571220093969,0.0,0.0,1.0,0.00021612576663282383,-0.43941256069576295,False
0.002807032191539383,192.168.1.101,192.168.1.100,Modbus/TCP,0.0,Response:,0.44991243432574435,0.0,0.25,Read Discrete Inputs,0.9029571220093969,0.0,0.0,1.0,0.0005489329287496202,-0.4216555623109403,False
0.0028073799290424294,192.168.1.100,192.168.1.102,Modbus/TCP,0.2857142857142865,Query:,0.4544658493870403,0.0,0.5,Read Holding Registers,0.9027961977492343,0.0,0.0,1.0,0.000822073468174986,-0.43361651050611005,False
0.0028076202605263898,192.168.1.102,192.168.1.100,Modbus/TCP,1.0,Response:,0.4544658493870403,0.0,0.5,Read Holding Registers,0.9027961977492343,0.0,0.0,1.0,0.0005681588405050805,-0.432540097815753,False
0.0028077888010419796,192.168.1.100,192.168.1.104,Modbus/TCP,0.2857142857142865,Query:,0.45534150612959723,0.0,0.25,Read Discrete Inputs,0.9032956178669882,0.0,0.0,1.0,0.00039844044707631007,-0.43156988018479586,False
0.0028080038935136224,192.168.1.104,192.168.1.100,Modbus/TCP,0.0,Response:,0.45534150612959723,0.0,0.25,Read Discrete Inputs,0.9032956178669882,0.0,0.0,1.0,0.0005084922178148275,-0.4167668416635542,False
0.0028084315545556754,192.168.1.100,192.168.1.105,Modbus/TCP,0.2857142857142865,Query:,0.4467600700525394,0.0,0.25,Read Discrete Inputs,0.9030181622460148,0.0,0.0,1.0,0.0010110177733603943,-0.44046727651475537,False
0.002808660668700828,192.168.1.105,192.168.1.100,Modbus/TCP,0.0,Response:,0.4467600700525394,0.0,0.25,Read Discrete Inputs,0.9030181622460148,0.0,0.0,1.0,0.0005416403415315038,-0.4251469883468322,False
0.0028093317459950144,192.168.1.100,192.168.1.103,Modbus/TCP,0.2857142857142865,Query:,0.4523642732049037,0.0,0.25,Read Discrete Inputs,0.9029626711218222,0.0,0.0,1.0,0.0015864692010847687,-0.43454220152565337,False
0.0028095636644748685,192.168.1.103,192.168.1.100,Modbus/TCP,0.0,Response:,0.4523642732049037,0.0,0.25,Read Discrete Inputs,0.9029626711218222,0.0,0.0,1.0,0.0005482699662746036,-0.43247436286222707,False
0.002809782402581624,192.168.1.100,192.168.1.106,Modbus/TCP,0.2857142857142865,Query:,0.4548161120840631,0.0,0.25,Read Discrete Inputs,0.9032456758552108,0.0,0.0,1.0,0.0005171107299817993,-0.43351422751399943,False
0.0028100000189544986,192.168.1.106,192.168.1.100,Modbus/TCP,0.0,Response:,0.4548161120840631,0.0,0.25,Read Discrete Inputs,0.9032456758552108,0.0,0.0,1.0,0.0005144588800840884,-0.4242635225186669,False
