Time,Source,Destination,Protocol,Length,SrcPort,DstPort,Flags,Seq,Ack,Win,Len,MSS,response_time,Flag_encode,SrcPort_encode,DstPort_encode,source_encoded,dest_encoded,protocol_encoded,has_response_time,time_dif,anomaly_score,is_anomaly
1.8570555053249958e-05,192.168.1.102,192.168.1.100,TCP,1.0,0.08443824145150033,0.7152826238660153,"SYN, ACK",0.0,0.0005659309564233164,1.0,0.0,1.0,0.453481207641237,1.0,0.0008097165991902834,0.0097165991902834,0.3333333333333333,0.0,0.0,1.0,1.3024602171040797e-05,0.1392588646380833,True
1.8701890651151266e-05,192.168.1.100,192.168.1.102,TCP,0.0,0.7152826238660153,0.08443824145150033,ACK,0.0005659309564233164,0.0005659309564233164,1.0,0.0,0.0,0.37338262476415573,0.0,0.0097165991902834,0.0008097165991902834,0.0,0.3333333333333333,0.0,0.0,8.816653777320058e-06,0.12585179434137278,True
1.9861524282620785e-05,192.168.1.100,192.168.1.103,TCP,1.0,0.714352174924401,0.08443824145150033,SYN,0.0,0.0,1.0,0.0,1.0,0.46888478127144434,0.6666666666666666,0.006477732793522267,0.0008097165991902834,0.0,0.5,0.0,1.0,7.78470452838362e-05,0.14276746961393327,True
2.0092854028924226e-05,192.168.1.103,192.168.1.100,TCP,1.0,0.08443824145150033,0.714352174924401,"SYN, ACK",0.0,0.0005659309564233164,1.0,0.0,1.0,0.46888478127144434,1.0,0.0008097165991902834,0.006477732793522267,0.5,0.0,0.0,1.0,1.552933335777931e-05,0.1315440334959613,True
2.0407760973892142e-05,192.168.1.100,192.168.1.106,TCP,0.0,0.7141195626889973,0.08443824145150033,"FIN, ACK",0.007357102433503113,0.010186757215619695,0.944078947368439,0.0,0.0,0.37338262476415573,0.3333333333333333,0.005668016194331983,0.0008097165991902834,0.0,1.0,0.0,0.0,2.1139931216074034e-05,0.12536913797623309,True
2.0580885171125687e-05,192.168.1.100,192.168.1.103,TCP,0.0,0.714352174924401,0.08443824145150033,ACK,0.0005659309564233164,0.0005659309564233164,1.0,0.0,0.0,0.37338262476415573,0.0,0.006477732793522267,0.0008097165991902834,0.0,0.5,0.0,0.0,1.1621952706467159e-05,0.12395579563046245,True
2.062267377045792e-05,192.168.1.106,192.168.1.100,TCP,0.0,0.08443824145150033,0.7141195626889973,ACK,0.010186757215619695,0.00792303338992643,0.9605263157894797,0.0,0.0,0.37338262476415573,0.0,0.0008097165991902834,0.005668016194331983,1.0,0.0,0.0,0.0,2.805298929147275e-06,0.12990917080106443,True
2.0955490115139647e-05,192.168.1.106,192.168.1.100,TCP,0.0,0.08443824145150033,0.7141195626889973,"FIN, ACK",0.010186757215619695,0.00792303338992643,0.9605263157894797,0.0,0.0,0.7615526802453964,0.3333333333333333,0.0008097165991902834,0.005668016194331983,1.0,0.0,0.0,1.0,2.2342202185708382e-05,0.11984328043432507,True
2.1895733600114933e-05,192.168.1.100,192.168.1.106,TCP,0.0,0.7141195626889973,0.08443824145150033,ACK,0.00792303338992643,0.010752688172043012,0.944078947368439,0.0,0.0,0.7615526802453964,0.0,0.005668016194331983,0.0008097165991902834,0.0,1.0,0.0,1.0,6.311922590581317e-05,0.11916662582098186,True
2.275538478637805e-05,192.168.1.100,192.168.1.106,TCP,1.0,0.7155152361014189,0.08443824145150033,SYN,0.0,0.0,1.0,0.0,1.0,0.44423906346311265,0.6666666666666666,0.010526315789473684,0.0008097165991902834,0.0,1.0,0.0,1.0,5.770900654245774e-05,0.13727176540703373,True
2.2927016533635446e-05,192.168.1.106,192.168.1.100,TCP,1.0,0.08443824145150033,0.7155152361014189,"SYN, ACK",0.0,0.0005659309564233164,1.0,0.0,1.0,0.44423906346311265,1.0,0.0008097165991902834,0.010526315789473684,1.0,0.0,0.0,1.0,1.1521763458997689e-05,0.12842765664351719,True
2.306730683139366e-05,192.168.1.100,192.168.1.106,TCP,0.0,0.7155152361014189,0.08443824145150033,ACK,0.0005659309564233164,0.0005659309564233164,1.0,0.0,0.0,0.37338262476415573,0.0,0.010526315789473684,0.0008097165991902834,0.0,1.0,0.0,0.0,9.417789262137058e-06,0.12934803059654854,True
2.4470209808975834e-05,192.168.1.100,192.168.1.101,TCP,0.0,0.7145847871598046,0.08443824145150033,"FIN, ACK",0.007357102433503113,0.010186757215619695,0.944078947368439,0.0,0.0,0.4695009242166533,0.3333333333333333,0.0072874493927125505,0.0008097165991902834,0.0,0.16666666666666666,0.0,1.0,9.417789262137214e-05,0.1418524427677988,True
2.470303200525543e-05,192.168.1.101,192.168.1.100,TCP,0.0,0.08443824145150033,0.7145847871598046,ACK,0.010186757215619695,0.00792303338992643,0.9605263157894797,0.0,0.0,0.4695009242166533,0.0,0.0008097165991902834,0.0072874493927125505,0.16666666666666666,0.0,0.0,1.0,1.5629522605248955e-05,0.17976234185256804,True
2.5119425548601624e-05,192.168.1.101,192.168.1.100,TCP,0.0,0.08443824145150033,0.7145847871598046,"FIN, ACK",0.010186757215619695,0.00792303338992643,0.9605263157894797,0.0,0.0,0.4257547751068638,0.3333333333333333,0.0008097165991902834,0.0072874493927125505,0.16666666666666666,0.0,0.0,1.0,2.795280004400276e-05,0.17462506952628779,True
2.5246283796574482e-05,192.168.1.100,192.168.1.101,TCP,0.0,0.7145847871598046,0.08443824145150033,ACK,0.00792303338992643,0.010752688172043012,0.944078947368439,0.0,0.0,0.4257547751068638,0.0,0.0072874493927125505,0.0008097165991902834,0.0,0.16666666666666666,0.0,1.0,8.51608603491147e-06,0.18879347076526692,True
2.5955197535246323e-05,192.168.1.100,192.168.1.101,TCP,1.0,0.7157478483368225,0.08443824145150033,SYN,0.0,0.0,1.0,0.0,1.0,0.4460874922987373,0.6666666666666666,0.011336032388663967,0.0008097165991902834,0.0,0.16666666666666666,0.0,1.0,4.7589892548033686e-05,0.17490530107667623,True
2.613130663243217e-05,192.168.1.101,192.168.1.100,TCP,1.0,0.08443824145150033,0.7157478483368225,"SYN, ACK",0.0,0.0005659309564233164,1.0,0.0,1.0,0.4460874922987373,1.0,0.0008097165991902834,0.011336032388663967,0.16666666666666666,0.0,0.0,1.0,1.1822331201406275e-05,0.16346226280964318,True
2.62895063299042e-05,192.168.1.100,192.168.1.101,TCP,0.0,0.7157478483368225,0.08443824145150033,ACK,0.0005659309564233164,0.0005659309564233164,1.0,0.0,0.0,0.37338262476415573,0.0,0.011336032388663967,0.0008097165991902834,0.0,0.16666666666666666,0.0,0.0,1.062006023177158e-05,0.1633348082338469,True
2.7575998209346578e-05,192.168.1.100,192.168.1.104,TCP,0.0,0.7148173993952082,0.08443824145150033,"FIN, ACK",0.007357102433503113,0.0062252405206564805,0.9671052631578902,0.0,0.0,0.4695009242166533,0.3333333333333333,0.008097165991902834,0.0008097165991902834,0.0,0.6666666666666666,0.0,1.0,8.636313131874766e-05,0.15150143607354244,True
2.7808820405626174e-05,192.168.1.104,192.168.1.100,TCP,0.0,0.08443824145150033,0.7148173993952082,ACK,0.0062252405206564805,0.00792303338992643,0.9605263157894797,0.0,0.0,0.4695009242166533,0.0,0.0008097165991902834,0.008097165991902834,0.6666666666666666,0.0,0.0,1.0,1.5629522605248955e-05,0.1448244427873259,True
2.8181932899663983e-05,192.168.1.104,192.168.1.100,TCP,0.0,0.08443824145150033,0.7148173993952082,"FIN, ACK",0.0062252405206564805,0.00792303338992643,0.9605263157894797,0.0,0.0,0.42267406038082134,0.3333333333333333,0.0008097165991902834,0.008097165991902834,0.6666666666666666,0.0,0.0,1.0,2.5047311867386187e-05,0.15307713463977723,True
2.8301328897756085e-05,192.168.1.100,192.168.1.104,TCP,0.0,0.7148173993952082,0.08443824145150033,ACK,0.00792303338992643,0.006791171477079796,0.9671052631578902,0.0,0.0,0.42267406038082134,0.0,0.008097165991902834,0.0008097165991902834,0.0,0.6666666666666666,0.0,1.0,8.015139797563595e-06,0.15273604299490634,True
